ACTN2	BO	0.0	chr1	236844798	236854798
ACTN3	EBCPYPYSAFPO	0.0	chr11	66309373	66319373
ACTN4	SNPTOYTEP	59.129063620669	chr19	39133288	39143288
ACTR10	SYPPEOY	15.9595007122846	chr14	58661866	58671866
ACTR1A	PTBNFTSBYCFTEPYNOAZSFY	67.5309538157892	chr10	104257469	104267469
ACTR1B	CYFPTNAFSOYPT	16.6658003725683	chr2	98275507	98285507
ACTR2	YBAFSEZOPPTPY	112.201861502751	chr2	65449964	65459964
ACTR3	PPBESTFYCTPSNBEYBOCPFTBN	373.57672696178	chr2	114642665	114652665
ACTR3B	BYEFOSEPP	10.0200700676868	chr7	152451836	152461836
ACTR3C	PYCOPPNTBY	7.45202365357991	chr7	150015634	150025634
ACTR5	FFTSNOYBPPC	7.44447824545213	chr20	37372102	37382102
ACTR6	NPPYBEYOSPTB	19.175849888928	chr12	100589592	100599592
ACTR8	YENOTPP	25.2693905306723	chr3	53911179	53921179
ACVR1	PPYCSO	0.0779449894584364	chr2	158727842	158737842
ACVR1B	BO	0.052837998399299	chr12	52340482	52350482
ACVR1C	CO	0.0	chr2	158480376	158490376
ACVR2A	ESPSOYEBTFP	1.96542376324271	chr2	148597597	148607597
ACVR2B	PBPOYPP	3.30368367239101	chr3	38490380	38500380
ACY1	TCBPFETBO	6.06558137784919	chr3	52012550	52022550
ACY3	OPTFRRSPEYYYCPE	3.71003101964923	chr11	67413201	67423201
ACYP1	BXZFSAOYP	17.0453325182412	chr14	75525727	75535727
ACYP2	BTPYEOP	4.1031082716028	chr2	54193249	54203249
ADA	PPOTBF	20.2965080686538	chr20	43275340	43285340
ADAD2	TPCEYSFOC	0.0	chr16	84219762	84229762
ADAL	NYSPPFOT	11.393415639223	chr15	43617869	43627869
ADAM10	SNFBYOPE	12.3174452617113	chr15	59036906	59046906
ADAM12	OC	0.0	chr10	128072046	128082046
ADAM15	YPSCPYPOC	5.67669722936202	chr1	155018791	155028791
ADAM17	YYNBSOPPCPYPT	11.6894547350762	chr2	9690959	9700959
ADAM19	OYPPPPTBY	25.5397584872499	chr5	156997783	157007783
ADAM22	TNECTPPOYPYP	34.7552086928245	chr7	87558565	87568565
ADAM23	CNOPP	5.05066331131303	chr2	207303255	207313255
ADAM28	YEPO	0.209857913361594	chr8	24146581	24156581
ADAM7	PPO	0.0	chr8	24293538	24303538
ADAM8	PSEPBFOPBCPESBC	14.2944482717024	chr10	135085372	135095372
ADAM9	YETFSNBOPPYBT	11.9366206794416	chr8	38849491	38859491
ADAMDEC1	OTSPCYP	0.213649369162924	chr8	24236797	24246797
ADAMTS1	CCO	0.0	chr21	28212728	28222728
ADAMTS10	PPYPOPP	0.104546060753176	chr19	8670600	8680600
ADAMTS13	NSEPYBPTFSBPYYPSCBTYO	0.0	chr9	136282486	136292486
ADAMTS16	OC	0.0262369271045597	chr5	5135442	5145442
ADAMTS17	CSFOC	0.0	chr15	100877180	100887180
ADAMTS18	CO	0.0	chr16	77463931	77473931
ADAMTS19	OC	0.0	chr5	128790990	128800990
ADAMTS4	TTSEYPOP	0.0273668631499819	chr1	161163844	161173844
ADAMTS6	CPXPTBNOPY	6.97002869242898	chr5	64772747	64782747
ADAMTS7	CYOC	0.0	chr15	79098806	79108806
ADAMTS8	CYO	0.0	chr11	130293504	130303504
ADAMTSL2	YCO	0.0	chr9	136394825	136404825
ADAMTSL3	OC	0.0	chr15	84317874	84327874
ADAMTSL4	PO	0.0	chr1	150516883	150526883
ADAMTSL5	FCYCO	0.0273668631499819	chr19	1508018	1518018
ADAP1	YCOPPYPPSBB	24.5198016431243	chr7	989316	999316
ADAR	TPYTSBYOPPXCT	130.166186505503	chr1	154575662	154585662
ADARB1	TPOPP	11.2140111336429	chr21	46489494	46499494
ADARB2	PXPPFSTOPY	14.3342645728569	chr10	1774719	1784719
ADAT1	TEPYOYCY	10.7671567003247	chr16	75652179	75662179
ADAT2	BFNSPPEZTYOBYYT	28.7915900986281	chr6	143766832	143776832
ADAT3	SBEYPTBYENSOPPPNYESRPPP	24.2694132664922	chr19	1900397	1910397
ADCK1	EOPCC	2.41794200305235	chr14	78261451	78271451
ADCK2	OPPCYPCPYP	8.70323820422096	chr7	140367744	140377744
ADCK5	SEBCSNOTYPPE	6.14087897381605	chr8	145592735	145602735
ADCY2	CO	0.0	chr5	7391250	7401250
ADCY3	CPBEOPPBPEBY	12.0292923409654	chr2	25138106	25148106
ADCY4	TTOPEYCYC	0.0273668631499819	chr14	24799277	24809277
ADCY5	OC	0.0809706534045233	chr3	123162937	123172937
ADCY6	POP	0.704091417932068	chr12	49177872	49187872
ADCY7	YEYCPBEOPPPP	16.9885905536159	chr16	50295461	50305461
ADCY8	OYC	0.0	chr8	132048155	132058155
ADCYAP1	CO	0.0	chr18	899871	909871
ADD1	PYFSNAOPS	35.0666826076187	chr4	2840570	2850570
ADD2	CO	0.0	chr2	70990332	71000332
ADD3	SPPOYPEF	31.5330098319278	chr10	111762741	111772741
ADH5	PTSONY	23.7149697465047	chr4	100004939	100014939
ADHFE1	SYTECBPPCYTFSOYP	0.969084705258688	chr8	67339738	67349738
ADI1	BYTOPNSFB	28.1862064039253	chr2	3518302	3528302
ADIPOR1	FSOEPY	38.1927449919056	chr1	202922440	202932440
ADIPOR2	YTEPPNFSBO	34.0173523016301	chr12	1795235	1805235
ADK	FPYTBOFCYPP	57.8367180949885	chr10	75905978	75915978
ADM	PCOTPTYCBYP	5.60984672101337	chr11	10321619	10331619
ADM2	OPP	0.574840013784818	chr22	50914971	50924971
ADNP	EBPPYCTOEYYCTCBPSEYYC	99.9724197840943	chr20	49542974	49552974
ADNP2	TSBFOY	9.9612041186059	chr18	77862145	77872145
ADO	TEOPPY	27.0816749679681	chr10	64559479	64569479
ADORA1	CO	0.0254711352493171	chr1	203091853	203101853
ADORA2A	CYPPBPOYPPSECYP	18.9615972284612	chr22	24818566	24828566
ADORA2B	POCYP	0.050942270498634	chr17	15843443	15853443
ADORA3	TCYTPTPCYTESTSFYPEO	0.0	chr1	112041255	112051255
ADPGK	PSCCTSBOENPPYTYB	21.2080584045158	chr15	73071099	73081099
ADPRH	TOPPETPPT	12.854878860332	chr3	119293338	119303338
ADPRHL1	COEP	0.0	chr13	114102803	114112803
ADRA1A	YO	0.0	chr8	26719795	26729795
ADRA1B	CO	0.052837998399299	chr5	159338488	159348488
ADRA1D	CO	0.0	chr20	4224934	4234934
ADRA2A	CYO	0.0	chr10	112831786	112841786
ADRA2B	PCYPPOC	0.0273668631499819	chr2	96777310	96787310
ADRB1	YPOPY	0.524261887476363	chr10	115798624	115808624
ADRB2	NSFOF	0.368371908559491	chr5	148201173	148211173
ADRM1	YCSPNCYEPBZSFNO	50.9415418321459	chr20	60873052	60883052
ADSL	TSOEYPPBTCYY	24.8202354860827	chr22	40737503	40747503
AEBP2	BONSTEYPY	41.2990799297026	chr12	19587425	19597425
AEN	YSAFBOYEPYTPCP	19.2638142888957	chr15	89159570	89169570
AFAP1L1	CO	0.0	chr5	148646421	148656421
AFAP1L2	POPP	2.10539625336336	chr10	116159261	116169261
AFF1	TFCTOEBNFPPEYBTCESTP	70.8930040456682	chr4	87851162	87861162
AFF3	YPSBEO	0.549368878535501	chr2	100754052	100764052
AFF4	EPPBOTSYP	23.1933269999912	chr5	132294326	132304326
AFG3L2	PFSBONEYPPE	55.8322720749752	chr18	12372226	12382226
AFMID	EAFSPCPBTOY	39.391234054572	chr17	76178442	76188442
AFP	CO	0.0771791976031937	chr4	74296937	74306937
AFTPH	YCTPYNOEPXPT	19.3761166523616	chr2	64746461	64756461
AGA	OYSTPC	14.8769054648591	chr4	178358591	178368591
AGAP2	YCEPPO	8.91836752735515	chr12	58127525	58137525
AGAP3	PPEYSPOPCYPPPC	14.0124075595342	chr7	150778561	150788561
AGBL2	CYOP	5.97995509262778	chr11	47731921	47741921
AGBL3	TPNEOCYPTTT	16.3335081748069	chr7	134666258	134676258
AGBL5	BCPPPTYETEYBFASO	8.12193108861458	chr2	27269535	27279535
AGER	PO	0.0	chr6	32147030	32157030
AGFG1	CEYSOPYF	89.6025459258416	chr2	228331871	228341871
AGFG2	ENBEFFSBOYPPPBT	15.7469062722173	chr7	100131825	100141825
AGGF1	BTYSEOPP	28.0784124379115	chr5	76321228	76331228
AGK	YSETOPP	7.67103356572953	chr7	141246209	141256209
AGL	YTEPO	21.4252617219788	chr1	100310916	100320916
AGMAT	FOPPC	9.8091197217547	chr1	15906546	15916546
AGMO	OTTP	1.0085917276679	chr7	15596640	15606640
AGPAT1	PYZSFANPYPTTXTFSEOPY	15.1784583533043	chr6	32138861	32148861
AGPAT2	PSPOPP	3.53453048029512	chr9	139576909	139586909
AGPAT3	PBOCPYCPPBFY	15.4906492097494	chr21	45280103	45290103
AGPAT4	PFTBSO	2.04759935964242	chr6	161690093	161700093
AGPAT5	PXTNFSACTPPFOCPBEYTBTY	113.822018125408	chr8	6561162	6571162
AGPS	SERFYOTPPP	69.4826074519019	chr2	178252500	178262500
AGR2	OC	0.0	chr7	16839623	16849623
AGRN	CCFOEP	16.2437121633296	chr1	950499	960499
AGRP	OYTCENFPPBSY	0.0	chr16	67512450	67522450
AGTPBP1	YBNSEBOPPYYT	15.8563362213424	chr9	88351869	88361869
AGTRAP	NBFOPPYP	3.54692227331988	chr1	11791192	11801192
AHCTF1	EPYTONYEPF	24.2823425948172	chr1	247090250	247100250
AHCY	NTOBPPYE	105.90280004977	chr20	32886161	32896161
AHCYL1	CCTBSYOEPPT	32.2045303290341	chr1	110522386	110532386
AHCYL2	BTPBEYSOYPP	4.86078010257886	chr7	128859870	128869870
AHDC1	YPYSBTPCPYCCPEYOPPFS	9.3266856094638	chr1	27925655	27935655
AHI1	YEYSONPPYE	6.11427790252131	chr6	135813878	135823878
AHNAK	SBXPPOPPTPTPPCSY	20.990851851347	chr11	62309278	62319278
AHNAK2	FOYCC	0.0	chr14	105439711	105449711
AHR	YBOPPPBCC	1.57121657524372	chr7	17333275	17343275
AHRR	PPBSCYCPYCCYCBOPPPYPPP	6.81019724381124	chr5	316828	326828
AHSA1	TEBFPPNYBOBXYC	143.202707365676	chr14	77919435	77929435
AHSG	YCOCYYPSEBC	0.0	chr3	186325848	186335848
AICDA	OTTEYSTBPPTCBPT	11.9973182400321	chr12	8760455	8770455
AIDA	TEBNSPYRFBTPYOPE	10.3841331266496	chr1	222880833	222890833
AIF1	NTPOESTPPPPFTFPY	47.2266514412577	chr6	31578010	31588010
AIFM1	FSBPPYSTPNFO	43.3637751082202	chrX	129294815	129304815
AIFM2	TOBPPYTC	15.1959683064964	chr10	71887581	71897581
AIFM3	YO	0.0	chr22	21316542	21326542
AIG1	BYEPCOYTB	16.193171540496	chr6	143377025	143387025
AIM2	TTBPYSBFTOYCP	31.9997155688901	chr1	159041556	159051556
AIMP1	EYPPFTBOTB	98.1318869456631	chr4	107232706	107242706
AIMP2	CPSFOPPBEN	35.6359701854143	chr7	6043902	6053902
AIP	POTYEPNSFTTPYTPSTXYPPBTSB	30.1893784892341	chr11	67245496	67255496
AIPL1	YCO	0.0	chr17	6333441	6343441
AIRE	PO	0.0	chr21	45700758	45710758
AJAP1	CYOC	0.0	chr1	4709668	4719668
AJUBA	BYCYCXXPYBOPP	0.445952753827748	chr14	23446760	23456760
AK2	PTPFZSABNOYPY	62.8945876870621	chr1	33497484	33507484
AK3	TOCBYPP	46.3710212727986	chr9	4736202	4746202
AK4	PPOYPP	23.2880395279971	chr1	65608885	65618885
AK7	PYPBBSOY	0.395010483329114	chr14	96853464	96863464
AK8	SYOPP	0.183620986257034	chr9	135748671	135758671
AKAP1	YCNOTPPBYCBP	22.2032816527187	chr17	55157606	55167606
AKAP10	PPCPBNSEOTY	18.6840996376852	chr17	19876141	19886141
AKAP11	YTYTSYAFTBYOYEBEPPPTBFYB	25.5053119800284	chr13	42841287	42851287
AKAP13	PAFSOEPBPY	53.2474826394538	chr15	85918833	85928833
AKAP17A	NSFZOYECPPY	23.9969963324086	chrX	1705496	1715496
AKAP3	YPETON	0.788891030612803	chr12	4753217	4763217
AKAP4	FTYCBO	0.0	chrX	49960658	49970658
AKAP5	PFEFPCOC	1.8476592369241	chr14	64927216	64937216
AKAP7	OPP	0.240652088122726	chr6	131451606	131461606
AKAP8	PPNESOFFSYZTBY	25.4908478322872	chr19	15485598	15495598
AKAP8L	CYSAZFPTOEPY	34.7290298668706	chr19	15524799	15534799
AKAP9	TPNBOY	24.1236237202748	chr7	91565175	91575175
AKIP1	PFNOYPPPPCY	9.78801508108183	chr11	8927735	8937735
AKIRIN1	NTSBEOYPPP	58.3523127493155	chr1	39451947	39461947
AKIRIN2	STPYTESNPYOTBYCYSPP	66.1219128191501	chr6	88406951	88416951
AKNA	BPCYPTYOYBPPYSTFYPPCYTSB	44.4270815606056	chr9	117145262	117155262
AKR1A1	YNOSETPBT	70.7394010514484	chr1	46011497	46021497
AKR1B1	CEYSTPFOPCY	51.1308043876063	chr7	134138852	134148852
AKR1B15	CPBPYOC	0.158149851007717	chr7	134228861	134238861
AKR1C3	COC	0.0	chr10	5131605	5141605
AKR7A2	SYPPFPPPSON	24.5385306655759	chr1	19633638	19643638
AKT1	PPYCOP	20.7853310401108	chr14	105257085	105267085
AKT1S1	SFFSYTTBNSEOPPPYYTNSEBZ	10.4428115583561	chr19	50375612	50385612
AKT2	TYFPNOEYBTSPP	37.0656370723282	chr19	40786252	40796252
AKT3	PEO	0.104546060753176	chr1	244008545	244018545
AKTIP	PCPYNASFZO	3.04219270362531	chr16	53532121	53542121
ALAD	CYNFSPPPO	9.25605777157816	chr9	116158564	116168564
ALAS1	PBSEYNPPTOPP	97.7192572344229	chr3	52227175	52237175
ALCAM	FYPCOCESBYPPTYEBPPSTBC	42.0638406556965	chr3	105080752	105090752
ALDH16A1	YPTSEPOYBPNSFTEP	19.8505662053847	chr19	49951481	49961481
ALDH18A1	SOPT	47.396926185338	chr10	97411468	97421468
ALDH1A2	CO	0.0	chr15	58352909	58362909
ALDH1B1	PBNTFSOYPFTCP	32.1805706359904	chr9	38387698	38397698
ALDH2	FO	1.07661892648307	chr12	112199736	112209736
ALDH3A1	OYC	0.0262369271045597	chr17	19646611	19656611
ALDH3A2	YCTYPPSFOCY	8.9463235555446	chr17	19547063	19557063
ALDH3B1	CO	0.0	chr11	67772796	67782796
ALDH4A1	CFPYABFSTBZOYP	8.71406091006037	chr1	19224049	19234049
ALDH5A1	CCOYPPCEB	2.17459089169883	chr6	24490196	24500196
ALDH6A1	PTYBSAFZTOYCX	6.20827626841117	chr14	74546156	74556156
ALDH7A1	CO	0.0254711352493171	chr5	125925911	125935911
ALDH9A1	CFOYPEC	32.9331412125982	chr1	165662799	165672799
ALDOA	CPTPNPEBFSTOEYC	910.836423242616	chr16	30072080	30082080
ALDOC	YPPBYFSOTCTFPT	48.3063765541872	chr17	26898913	26908913
ALG1	NPBOTYTP	9.28977922612508	chr16	5116843	5126843
ALG10	CSTEYPO	8.35729764070037	chr12	34170430	34180430
ALG10B	CEYSPTOP	10.3983222634147	chr12	38705575	38715575
ALG11	PPSFZOEYT	12.8743736746389	chr13	52581533	52591533
ALG12	BYPPFSFPOYPEN	7.54025057787179	chr22	50307086	50317086
ALG13	CBTOYYEPP	37.7965545824043	chrX	110919397	110929397
ALG14	ZNTOYRNPPE	10.9518092384668	chr1	95533507	95543507
ALG2	YYBTSENOFPPY	25.9212189889802	chr9	101979224	101989224
ALG3	CYBCFTSEYBSTPEOBY	43.7668576444187	chr3	183961750	183971750
ALG5	YNBPPTCBESOYTFP	15.0198286119761	chr13	37568477	37578477
ALG6	BNOPCYB	10.9127647444081	chr1	63828297	63838297
ALG8	SFNPPOETBY	22.2679940503474	chr11	77845672	77855672
ALG9	FOTFYPC	20.0941689505038	chr11	111737305	111747305
ALK	CO	0.0	chr2	30139452	30149452
ALKBH1	TEYBORPC	9.44678501482304	chr14	78169366	78179366
ALKBH2	EPYFASYNTCYSEPO	22.4302527469255	chr12	109526277	109536277
ALKBH3	ZYESPFTO	21.1807839102856	chr11	43897380	43907380
ALKBH4	CCPPBEONY	6.87218724099857	chr7	102100310	102110310
ALKBH5	PYASFZEBCZNPOYCTP	70.8251523337464	chr17	18082141	18092141
ALKBH6	PPBYNASFZEOTXP	9.90830523952115	chr19	36500115	36510115
ALKBH7	TABFZSTOYPSYN	35.7055676113372	chr19	6367804	6377804
ALKBH8	FTEOPYFTFNPPBYC	6.44019213167527	chr11	107431461	107441461
ALLC	OPC	0.0	chr2	3700789	3710789
ALMS1	SOYEPYS	12.5771671392653	chr2	73607963	73617963
ALOX12B	PO	0.0	chr17	7986034	7996034
ALOX15	YO	0.0	chr17	4539973	4549973
ALOX15B	OCFY	0.0	chr17	7937376	7947376
ALOX5AP	PBOTEYPYPTPY	115.873860622163	chr13	31304679	31314679
ALOXE3	BPPPYCTYCYTPYEEYTYETCPO	0.0	chr17	8016832	8026832
ALPK1	POT	15.578807142332	chr4	113213524	113223524
ALPK2	POF	5.97237218102512	chr18	56291323	56301323
ALPK3	OC	0.0	chr15	85355586	85365586
ALPL	COE	0.998711440499517	chr1	21830915	21840915
ALS2	POFET	6.64312041486479	chr2	202640656	202650656
ALS2CL	BCO	0.0	chr3	46730169	46740169
ALYREF	CESBPPNFOY	182.836160955943	chr17	79844462	79854462
AMACR	YYNOYPPCE	12.0615572187516	chr5	34003155	34013155
AMBP	CYO	0.0783091336486159	chr9	116835580	116845580
AMBRA1	TYSRZEBOP	30.1566591941213	chr11	46610573	46620573
AMD1	BPAFSTOYEEPPYFPPBPYC	157.734355397066	chr6	111190987	111200987
AMDHD1	PYPTPOC	0.104546060753176	chr12	96332108	96342108
AMDHD2	ESBYOP	3.20446065114965	chr16	2565371	2575371
AMFR	CSEOPTY	14.2393330392423	chr16	56454457	56464457
AMH	OC	0.0	chr19	2244321	2254321
